evaluation_id,cache_GB,journal_ms,compressor,distribution,repetition,duration_avg,duration_min,duration_max,duration_std,throughput_avg,throughput_min,throughput_max,throughput_std,elapsed_minutes
179,2.0,100,zstd,latest,mean,82.3038547039032,81.265,83.193,0.623,32913.6950906686,32449.42,33266.19,298.81,1288.6
180,4.0,100,zstd,latest,mean,82.49880533218384,81.57,84.582,1.104,32752.730582154985,31922.99,33154.18,447.16,1295.81
181,6.0,100,zstd,latest,mean,82.45222978591919,81.659,83.314,0.551,32817.799632565424,32396.45,33217.42,296.15,1303.01
182,8.0,100,zstd,latest,mean,81.22733640670776,80.573,81.476,0.333,33343.050667421114,33136.58,33569.81,141.53,1310.11
183,0.25,500,zstd,latest,mean,84.68857464790344,83.96,85.901,0.672,31838.238784325455,31373.32,32132.14,258.64,1317.5
184,0.5,500,zstd,latest,mean,83.23483538627625,82.712,84.146,0.538,32602.01190970947,32451.07,32665.98,76.93,1324.77
185,1.0,500,zstd,latest,mean,82.53827366828918,81.451,83.159,0.607,32953.640667494685,32593.2,33282.63,227.52,1331.98
186,2.0,500,zstd,latest,mean,82.67308850288391,81.937,83.213,0.452,32826.740842099985,32541.82,33049.32,216.43,1339.21
187,4.0,500,zstd,latest,mean,81.56548509597778,80.886,82.376,0.605,33214.63485666405,32836.09,33395.52,197.37,1346.34
188,6.0,500,zstd,latest,mean,82.48575539588929,81.26,84.71,1.167,32995.7084286903,32282.88,33349.83,371.14,1353.55
189,8.0,500,zstd,latest,mean,82.83339548110962,81.945,83.635,0.656,32833.17477804533,32536.03,33258.42,317.88,1360.78
