evaluation_id,step,cache_GB,journal_ms,compressor,distribution,repetition,duration_avg,duration_min,duration_max,duration_std,throughput_avg,throughput_min,throughput_max,throughput_std,is_path,elapsed_minutes,is_restart
67,10,4.0,1,snappy,latest,mean,75.75115313529969,75.025,76.337,0.458,35919.26111490462,35607.98,36290.95,235.0,True,336.47,False
68,9,6.0,1,snappy,latest,mean,76.1932728767395,76.005,76.455,0.172,35703.53529973654,35572.85,35797.19,86.07,False,343.16,False
69,9,8.0,1,snappy,latest,mean,75.96194610595703,75.282,76.568,0.429,35802.80520701465,35504.27,36044.15,180.59,False,343.16,False
70,10,4.0,100,snappy,latest,mean,76.08935151100158,75.89,76.503,0.213,35753.11758749467,35543.71,35853.34,107.72,False,349.83,False
71,10,4.0,500,snappy,latest,mean,75.90586113929749,74.852,77.061,0.77,35848.85245439385,35288.44,36383.79,380.9,False,356.49,False
72,10,4.0,1,none,latest,mean,76.457763338089,75.551,77.048,0.507,35603.70661261709,35297.2,36065.99,258.66,False,363.19,False
73,10,4.0,1,zstd,latest,mean,76.58975057601928,75.998,77.252,0.411,35507.80333601096,35155.18,35798.19,211.82,False,369.91,False
74,10,4.0,1,snappy,uniform,mean,75.15209555625916,74.889,75.461,0.212,36114.3388243572,35959.1,36243.68,107.51,False,369.91,False
75,10,4.0,1,snappy,zipfian,mean,76.95105500221253,76.53,77.356,0.28,35342.6447432631,35160.01,35558.52,135.17,False,376.66,False
76,11,0.25,1,snappy,uniform,mean,74.93850750923157,74.522,75.361,0.301,36249.85270295407,36095.99,36434.02,123.8,False,376.66,False
77,11,0.5,1,snappy,uniform,mean,74.93775429725648,74.497,75.799,0.482,36234.67313579602,35801.19,36458.41,244.64,False,376.66,False
78,11,1.0,1,snappy,uniform,mean,74.87806997299194,74.349,75.351,0.38,36252.17054350169,36013.22,36510.4,189.92,False,376.66,False
79,11,2.0,1,snappy,uniform,mean,75.08430314064026,74.759,75.3,0.178,36159.87020317443,36044.66,36330.61,94.81,False,376.66,False
80,11,6.0,1,snappy,uniform,mean,75.18085350990296,74.445,75.728,0.46,36106.62621848019,35820.73,36488.55,238.6,False,376.66,False
81,11,8.0,1,snappy,uniform,mean,74.90937452316284,74.233,75.435,0.455,36261.778148802274,35984.88,36605.94,222.25,False,376.66,False
82,12,8.0,100,snappy,uniform,mean,76.26485495567321,74.481,81.026,2.403,36067.17948338054,35697.85,36465.68,247.61,False,376.66,False
83,12,8.0,500,snappy,uniform,mean,75.121617269516,74.821,75.629,0.277,36132.06876624514,35885.0,36283.75,136.33,False,376.66,False
84,12,8.0,1,none,uniform,mean,75.02457265853882,74.515,75.663,0.369,36204.771245149015,35887.52,36473.99,186.87,False,376.66,False
85,12,8.0,1,zstd,uniform,mean,75.07742023468018,74.573,75.339,0.278,36173.19154272127,36017.78,36439.21,146.56,False,376.66,False
86,12,8.0,1,snappy,zipfian,mean,76.59354872703553,76.284,77.103,0.295,35509.30448713749,35256.85,35660.56,145.83,False,376.66,False
87,12,8.0,1,snappy,latest,mean,75.96194610595703,75.282,76.568,0.429,35802.80520701465,35504.27,36044.15,180.59,False,376.66,False
88,12,0.25,1,snappy,uniform,mean,74.93850750923157,74.522,75.361,0.301,36249.85270295407,36095.99,36434.02,123.8,False,376.66,False
89,12,0.5,1,snappy,uniform,mean,74.93775429725648,74.497,75.799,0.482,36234.67313579602,35801.19,36458.41,244.64,False,376.66,False
90,12,1.0,1,snappy,uniform,mean,74.87806997299194,74.349,75.351,0.38,36252.17054350169,36013.22,36510.4,189.92,False,376.66,False
